;Distances;1;4;10;20;30
89;19.067;0.407451089;0.495856697;0.589576322;0.686916045;0.729196929
90;19.283;0.422971509;0.497015988;0.612258546;0.71114741;0.722502615
91;19.5;0.437137174;0.500990115;0.657731132;0.727047421;0.729829272
92;19.717;0.453041397;0.507954064;0.697253338;0.743018889;0.753122568
93;19.933;0.468149734;0.514480545;0.729652502;0.765105073;0.774955094
94;20.15;0.481345795;0.535621203;0.745015071;0.789437062;0.808156098
95;20.367;0.487580896;0.565805151;0.757132106;0.804922911;0.864630638
96;20.583;0.49132869;0.59152829;0.784877139;0.81895482;0.915991719
97;20.8;0.497765793;0.595926214;0.811521133;0.852022118;0.951489524
98;21.017;0.50800321;0.59033072;0.830845472;0.890232893;0.994651438
99;21.233;0.524780077;0.595294619;0.837562646;0.948231547;1.025218189
100;21.45;0.53671969;0.619218669;0.83049578;1.005009591;1.050873649
101;21.667;0.547913246;0.631156087;0.833074231;1.045076801;1.065814253
102;21.883;0.567778037;0.649934415;0.842455524;1.068021933;1.085108289
103;22.1;0.585133974;0.673993807;0.857606031;1.099948827;1.13530957
104;22.317;0.601273864;0.704902313;0.887084074;1.134936726;1.188207425
105;22.533;0.609550524;0.741953147;0.906166859;1.178636599;1.227034146
106;22.75;0.630794309;0.782414868;0.939665658;1.1932985;1.256471498
107;22.967;0.652583497;0.834613044;0.991147607;1.193832244;1.271851398
108;23.183;0.687777481;0.887333448;1.044892022;1.210744325;1.297177006
109;23.4;0.715558022;0.926426713;1.069970127;1.231501984;1.324335798
110;23.617;0.754243932;0.949660383;1.098241804;1.265779683;1.372206837
111;23.833;0.789370581;0.98107061;1.1444222;1.306685424;1.433922521
112;24.05;0.824054175;1.034661849;1.184983651;1.361876822;1.486963261
113;24.267;0.875910558;1.073213747;1.221514516;1.402329027;1.534594131
114;24.483;0.932522047;1.109716379;1.277321972;1.434632167;1.560591602
115;24.7;0.997086995;1.153973138;1.343307007;1.462722235;1.557242925
116;24.917;1.072986898;1.205654554;1.433468532;1.479489943;1.574404327
117;25.133;1.136564733;1.25565992;1.535890339;1.502677155;1.633672725
118;25.35;1.211640473;1.327563311;1.638455393;1.545398499;1.702701385
119;25.567;1.316050816;1.421562954;1.728925882;1.582446997;1.750481221
120;25.783;1.430885764;1.550421989;1.780441537;1.600438231;1.801693337
121;26;1.550944461;1.659352974;1.800116973;1.617652184;1.872451818
122;26.217;1.671807122;1.737434238;1.831885569;1.675856461;1.940717411
123;26.433;1.81353246;1.852562235;1.865899776;1.730983692;2.012234399
124;26.65;2.017270798;1.997681422;1.893158891;1.791197527;2.066243413
125;26.867;2.272819732;2.153692203;1.938380092;1.874960236;2.087562161
126;27.083;2.512184335;2.360134882;2.043258169;2.036440937;2.109555812
127;27.3;2.75249565;2.558228751;2.188922398;2.199263288;2.112234146
128;27.517;3.013991497;2.700612393;2.342121153;2.311975012;2.130018769
129;27.733;3.193249992;2.857864491;2.509856699;2.398874557;2.156333932
130;27.95;3.30034291;2.996946614;2.649389382;2.462053146;2.227543869
131;28.167;3.427073031;3.078703979;2.7450252;2.55992943;2.282670122
132;28.383;3.593659321;3.128982763;2.815730373;2.60428992;2.314135225
133;28.6;3.776303354;3.179779673;2.862600322;2.606563433;2.310324452
134;28.817;3.944873295;3.188766913;2.823735369;2.608071331;2.292489666
135;29.033;4.00475855;3.187659572;2.712656932;2.635922235;2.259179218
136;29.25;3.998435915;3.191401293;2.634351226;2.681391045;2.199003348
137;29.467;4.064930646;3.251290709;2.63297212;2.695011709;2.162474947
138;29.683;4.162210349;3.365155517;2.721864081;2.693789641;2.1480086
139;29.9;4.142274184;3.507752425;2.8715926;2.728172338;2.143092748
140;30.117;4.08060324;3.593639765;3.030271266;2.788602004;2.169214864
141;30.333;4.012272992;3.598261891;3.14807109;2.806720112;2.183507925
142;30.55;3.902058483;3.457301388;3.150445905;2.779636282;2.205726544
143;30.767;3.726736317;3.279395316;3.047972136;2.670096394;2.28089014
144;30.983;3.585066193;3.160537901;2.910852186;2.572589064;2.356897365
145;31.2;3.43643915;3.109527725;2.809774376;2.542751935;2.413481349
146;31.417;3.291632621;3.071010005;2.753173443;2.599550396;2.449571975
147;31.633;3.162032737;3.034223018;2.679333682;2.66868037;2.494290423
148;31.85;3.115412224;3.026999322;2.598361049;2.677392345;2.506504051
149;32.067;3.078066255;3.03528798;2.536252117;2.590581757;2.490023633
150;32.283;2.962738424;2.961625146;2.49211791;2.469929507;2.45543938
151;32.5;2.817627547;2.838920744;2.454146145;2.367380781;2.398507304
152;32.717;2.679147694;2.744501405;2.443356254;2.37139844;2.359288409
153;32.933;2.57758018;2.66786652;2.459606395;2.434288283;2.329732492
154;33.15;2.498772807;2.609830876;2.477089585;2.481047702;2.32511609
155;33.367;2.427586263;2.565518067;2.477575502;2.509451307;2.334633144
156;33.583;2.396845731;2.525210827;2.489747308;2.503154302;2.321934619
157;33.8;2.400151816;2.52445346;2.505911781;2.50061975;2.300048891
158;34.017;2.37100036;2.558843941;2.488872376;2.438141152;2.260200694
159;34.233;2.347251761;2.556716751;2.465368587;2.336977826;2.207150834
160;34.45;2.348007245;2.56160546;2.483112993;2.27324216;2.120506276
161;34.667;2.362183684;2.59617913;2.52864035;2.248437677;2.06673135
162;34.883;2.3554961;2.573418472;2.605882936;2.297492484;2.048232301
163;35.1;2.344306584;2.53979903;2.691463356;2.409636923;2.042343615
164;35.317;2.328227295;2.518279688;2.753027387;2.488613441;2.043407652
165;35.533;2.330045305;2.529353106;2.785725685;2.519878261;2.006190667
166;35.75;2.369277964;2.5818247;2.809246327;2.492712765;1.973544483
167;35.967;2.373479587;2.625381509;2.769346342;2.469430763;1.939358484
168;36.183;2.402800724;2.689182165;2.704671598;2.425270062;1.937221289
169;36.4;2.436108017;2.706391076;2.63189917;2.37759628;1.905295609
170;36.617;2.437115329;2.658828698;2.517384203;2.306749868;1.847822394
171;36.833;2.41876824;2.620223483;2.409537256;2.233697027;1.786640249
172;37.05;2.384566756;2.586468699;2.335783163;2.129948108;1.709930759
173;37.267;2.347816017;2.58896637;2.308112563;2.011532913;1.649256311
174;37.483;2.322188807;2.549383688;2.302534345;1.93833424;1.617590561
175;37.7;2.31011722;2.456838627;2.216757311;1.869054059;1.597390573
176;37.917;2.279962492;2.358405515;2.083982528;1.80593526;1.597545618
177;38.133;2.239447799;2.241776454;1.992124506;1.778924346;1.585113102
178;38.35;2.230035893;2.150136406;1.948403189;1.781899309;1.571963121
179;38.567;2.293503301;2.142774634;1.978942948;1.751631977;1.560881932
180;38.783;2.408627784;2.17882476;2.005110856;1.701225312;1.544641683
181;39;2.478584814;2.206465923;2.052308026;1.665735753;1.54028521
182;39.217;2.483734496;2.18960562;2.088025753;1.654022565;1.554006731
183;39.433;2.520772076;2.134919343;2.111251474;1.66304662;1.618835485
184;39.65;2.597579639;2.094554686;2.124708292;1.684272398;1.675118498
185;39.867;2.690051715;2.037052206;2.100645558;1.722069011;1.723216025
186;40.083;2.77096394;2.019806383;2.093470554;1.744443941;1.77155068
187;40.3;2.770725579;2.012137017;2.148573009;1.713781406;1.807633705
188;40.517;2.740617984;2.030372611;2.184793505;1.670797565;1.839074487
189;40.733;2.76141602;2.114365166;2.269369791;1.663370366;1.762168911
190;40.95;2.780596701;2.205154886;2.343185677;1.74122544;1.675340426
191;41.167;2.704203914;2.190110076;2.341465305;1.849725549;1.619931443
192;41.383;2.576999764;2.146925115;2.199092955;1.891062952;1.615295281
193;41.6;2.4736506;2.109114179;2.054569086;1.908292946;1.602119458
194;41.817;2.344019743;2.099118027;1.95899787;1.906522552;1.566322203
195;42.033;2.182550814;2.10771428;1.912991618;1.89582581;1.575036669
196;42.25;2.033658476;2.127636862;1.887723921;1.849770757;1.597762986
197;42.467;1.882308458;2.077724458;1.875616717;1.812786425;1.621346613
198;42.683;1.735790306;2.000463447;1.852080627;1.800268247;1.63324711
199;42.9;1.592162118;1.911948563;1.809593764;1.792038975;1.601704484
200;43.117;1.463018756;1.835171502;1.74352587;1.754252569;1.548932793
201;43.333;1.35139832;1.750232921;1.640285307;1.724685229;1.501038954
202;43.55;1.232350975;1.608072115;1.547025708;1.700865108;1.513556593
203;43.767;1.148251172;1.49835232;1.489364464;1.657458356;1.547303296
204;43.983;1.088736253;1.382514803;1.430113456;1.602921742;1.543571566
205;44.2;1.045644026;1.285072831;1.417384109;1.488661287;1.505872724
206;44.417;1.002289197;1.206462504;1.413454639;1.392737688;1.455333991
207;44.633;0.966467664;1.164097796;1.386330345;1.31498178;1.413441322
208;44.85;0.922114949;1.106928886;1.324429262;1.281541154;1.37543543
209;45.067;0.865240858;1.05860914;1.248315802;1.25566335;1.325234149
210;45.283;0.835092863;1.036365242;1.18053175;1.255036275;1.297157245
211;45.5;0.797860015;0.999997951;1.126578082;1.260698913;1.265409412
212;45.717;0.7735916;0.946274105;1.067994157;1.268483399;1.245828085
213;45.933;0.761012316;0.897075321;1.006285475;1.234799235;1.228801968
214;46.15;0.73831143;0.863205701;0.971272749;1.164098655;1.224205327
215;46.367;0.711367172;0.849946309;0.937882089;1.109656832;1.2188821
216;46.583;0.699453146;0.835328031;0.906058722;1.107319153;1.189263862
217;46.8;0.661495787;0.815565399;0.892231146;1.094073276;1.1646922
218;47.017;0.623717536;0.810289804;0.876136892;1.07723411;1.152224723
219;47.233;0.603130928;0.790702159;0.877035699;1.068618384;1.160753742
220;47.45;0.593344647;0.767609299;0.884731729;1.055139176;1.173502429
221;47.667;0.578966206;0.74767578;0.86159308;1.031690926;1.149242378
222;47.883;0.560359209;0.711181351;0.842600176;1.014751137;1.138948577
223;48.1;0.553631225;0.700876237;0.823607271;1.004020853;1.124140218
224;48.317;0.548779158;0.684382313;0.802138436;0.997782181;1.109695152
225;48.533;0.539403612;0.663729706;0.770670379;0.958113091;1.099884728
226;48.75;0.532465547;0.645611681;0.734920351;0.931377798;1.118085846
227;48.967;0.517697918;0.624122416;0.699395025;0.909613902;1.126736469
228;49.183;0.507883356;0.613106416;0.67928423;0.878080752;1.1361608
229;49.4;0.50379216;0.604776745;0.666686896;0.842286405;1.114196029
230;49.617;0.500294847;0.5864851;0.649574463;0.826408269;1.092281421
231;49.833;0.508609213;0.583213657;0.656857604;0.814046131;1.068098893
232;50.05;0.513194639;0.580173252;0.652428173;0.795456987;1.027688276
233;50.267;0.515253704;0.581815126;0.651258321;0.779678017;0.983348321
234;50.483;0.514228885;0.588776341;0.65596582;0.774328917;0.941552936
235;50.7;0.506275427;0.56635062;0.653055934;0.780268634;0.884330529
236;50.917;0.497814273;0.551365962;0.636294597;0.78375255;0.841051572
237;51.133;0.484437759;0.539286367;0.617606444;0.779637184;0.822360996
238;51.35;0.468451389;0.537957557;0.617847999;0.746709885;0.816961767
239;51.567;0.449359589;0.527388595;0.614574377;0.719309601;0.790756048
240;51.783;0.443980973;0.532113253;0.606819362;0.696643007;0.78254472
241;52;0.426055392;0.529138469;0.587341945;0.678122404;0.796769379
242;52.217;0.420076159;0.523024849;0.565676496;0.662775095;0.785569626
243;52.433;0.42142822;0.508476292;0.557894798;0.649904005;0.791690881
244;52.65;0.420388588;0.481692293;0.563633115;0.629862379;0.808751959
245;52.867;0.426739503;0.458572091;0.545616259;0.628759893;0.78254472
246;53.083;0.424479784;0.4508248;0.529939108;0.622632052;0.767087298
247;53.3;0.433590035;0.440069914;0.508421119;0.598620892;0.741719128
248;53.517;0.436326477;0.433494218;0.495156701;0.590149539;0.726170503
249;53.733;0.418714672;0.429197458;0.497346138;0.566696914;0.706288206
250;53.95;0.407658476;0.42700875;0.510311421;0.540838069;0.699408445
251;54.167;0.406214842;0.427535079;0.503613909;0.535758757;0.680535463
252;54.383;0.404966475;0.422002471;0.488933871;0.525891796;0.661946731
253;54.6;0.409104805;0.423731838;0.475981227;0.523536617;0.648328574
254;54.817;0.422148691;0.426974572;0.463961095;0.506970157;0.635078269
255;55.033;0.422329145;0.427435281;0.458304231;0.500680443;0.613730641
256;55.25;0.418332216;0.430114775;0.467547894;0.503165412;0.593605135
257;55.467;0.415793735;0.432889965;0.469858108;0.494871974;0.582320259
258;55.683;0.396040718;0.428222724;0.469469093;0.490987022;0.570620409
259;55.9;0.380632072;0.417536193;0.461552574;0.47842072;0.562530685
260;56.117;0.373751914;0.406025307;0.454293308;0.46875209;0.550458422
261;56.333;0.371746716;0.397385307;0.446157705;0.462051132;0.556245265
262;56.55;0.369808852;0.38368708;0.444735062;0.446986736;0.564026418
263;56.767;0.355909827;0.373863181;0.436037705;0.445001969;0.55954226
264;56.983;0.361244004;0.382054776;0.41693245;0.442480542;0.540564395
265;57.2;0.355025063;0.376466118;0.410887977;0.442047422;0.526976638
266;57.417;0.360112798;0.378606979;0.406625668;0.442327418;0.518894515
267;57.633;0.367114157;0.379665105;0.408256159;0.454464976;0.52189358
268;57.85;0.373571459;0.3864527;0.40284085;0.447241941;0.525427704
269;58.067;0.361410992;0.386879232;0.402684963;0.45208938;0.511753305
270;58.283;0.352533715;0.383356244;0.402592274;0.449642328;0.51904348
271;58.5;0.351407896;0.384131383;0.398377714;0.445789459;0.527195526
272;58.717;0.356057962;0.384012447;0.395990259;0.433048159;0.536182081
273;58.933;0.347922703;0.369636143;0.374705398;0.42332703;0.539675164
274;59.15;0.354082391;0.357633106;0.371215501;0.437100817;0.542494863
275;59.367;0.353624521;0.361434979;0.367239687;0.445611544;0.53729628
276;59.583;0.350501584;0.35471984;0.36665125;0.455579129;0.518067606
277;59.8;0.351514283;0.355888701;0.367823911;0.441975965;0.500669076
278;60.017;0.343249743;0.354241359;0.36926481;0.429068417;0.482268831
279;60.233;0.340047352;0.353437511;0.370219792;0.424095562;0.461738991
280;60.45;0.340936157;0.344958827;0.363713276;0.411425719;0.44801291
281;60.667;0.335600634;0.350674625;0.359914414;0.414712762;0.430602219
282;60.883;0.336762814;0.356607789;0.356109935;0.399506909;0.419420707
283;61.1;0.329093504;0.355396549;0.354513149;0.394816967;0.418309548
284;61.317;0.329436906;0.35086465;0.351740893;0.391863879;0.41236918
285;61.533;0.317303372;0.34522541;0.345265273;0.380814225;0.414691821
286;61.75;0.322554055;0.335490372;0.339250292;0.368885206;0.41466902
287;61.967;0.318328191;0.325524296;0.347946244;0.366859607;0.401555521
288;62.183;0.318885714;0.325185258;0.338774205;0.375514707;0.400828935
289;62.4;0.319839159;0.324600144;0.339215182;0.383007531;0.400739252
290;62.617;0.321908998;0.324596043;0.34417547;0.378583002;0.4078151
291;62.833;0.322486721;0.325692448;0.33365803;0.367843969;0.409654365
292;63.05;0.319658705;0.321137309;0.336909182;0.353831019;0.412524225
293;63.267;0.329389773;0.330083537;0.331183503;0.354706008;0.400645009
294;63.483;0.328597928;0.32403417;0.326442299;0.363652771;0.40382192
295;63.7;0.33431456;0.323317815;0.325315982;0.364892339;0.390492573
296;63.917;0.341256666;0.327070473;0.338101505;0.355527039;0.37900097
297;64.133;0.335579087;0.333755537;0.341693922;0.351678545;0.375983664
298;64.35;0.332811672;0.336690676;0.342668565;0.345403415;0.372478421
299;64.567;0.329214705;0.329319334;0.345884607;0.356320363;0.386809484
300;64.783;0.327457295;0.33194141;0.346269408;0.342228663;0.383032151
301;65;0.329183732;0.329399992;0.334896698;0.349632529;0.374291845
302;65.217;0.327995965;0.331621511;0.320180146;0.344236763;0.385704405
303;65.433;0.323644861;0.329875739;0.324207923;0.358407212;0.380980079
304;65.65;0.323262405;0.337253916;0.330227117;0.365461082;0.388013366
305;65.867;0.327507122;0.336686574;0.335200045;0.358732416;0.385436875
306;66.083;0.322505574;0.343798169;0.34430046;0.355512456;0.387777757
307;66.3;0.331462304;0.344429764;0.350743779;0.348659833;0.391226758
308;66.517;0.336282051;0.34965341;0.3484125;0.354544135;0.398200763
309;66.733;0.331842066;0.350569359;0.34246212;0.359276367;0.405743267
310;66.95;0.343699533;0.343046271;0.349866039;0.354036641;0.414766304
311;67.167;0.358122413;0.336545764;0.339420222;0.358379504;0.401699926
312;67.383;0.350630865;0.3319086;0.339460949;0.356210989;0.394528314
313;67.6;0.337933074;0.325181157;0.341832956;0.345795702;0.394821684
314;67.817;0.32538207;0.324169511;0.334167822;0.343220317;0.38499302
315;68.033;0.321297608;0.327291942;0.334384097;0.328492792;0.384600846
316;68.25;0.321463248;0.332974929;0.334493639;0.327482179;0.375152195
317;68.467;0.330611206;0.331070575;0.342877818;0.318326876;0.365454255
318;68.683;0.341730695;0.335971587;0.336930247;0.315612952;0.370592035
319;68.9;0.350726479;0.346749713;0.322918697;0.313938806;0.360842413
320;69.117;0.34613836;0.351619283;0.321887878;0.314517757;0.355465984
321;69.333;0.352879811;0.347065511;0.315749311;0.318576248;0.354330505
322;69.55;0.350264569;0.348722422;0.317913468;0.314704422;0.35535198
323;69.767;0.34092269;0.337728296;0.311509472;0.323763476;0.363733554
324;69.983;0.326111968;0.334214878;0.313746658;0.329303615;0.355464464
325;70.2;0.317276438;0.328667233;0.305143395;0.31988144;0.348884154
